,artistName,venueName,streamingEvent,title,locationText,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,timezone,displayRule,locale,endsAt
15,Guitar Wolf,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
16,YG Marley,Uber Arena,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
17,Chanel Beads,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
18,Spill Tab,Kesselhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
19,Dorsten,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
20,Peter Cat Recording Co.,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,14,14,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
21,HEALTH,Hole44,False,RAT-BASED WARFARE :: BERLIN,"Berlin, Germany",Watch Live,False,Tickets & RSVP,52,52,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
22,Tiere Streicheln Menschen,Die Wühlmäuse,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
23,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-30T20:00:00,Europe/Berlin,datetime,en,2024-10-30T22:30:00
24,Azahriah,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
25,YEAHRS,Schokoladen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
26,Brew,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
27,lauryn hill.,Uber Arena,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
28,Ms. Lauryn Hill,Uber Arena,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,135,135,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
29,MiA.,Astra Kulturhaus,False,MiA . HELLSEHEN TOUR 2024 - BERLIN (ZUSATZTERMIN),"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-30T20:00:00,Europe/Berlin,datetime,en,2024-10-30T23:00:00
30,Aljosha Konter,Agentenzentrale,False,ALJOSHA KONTER LIVE IN BRANDENBURG A.D.H.,"Brandenburg an der Havel, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
31,Bobby Alu,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
32,Stereoact,Klubhaus Ludwigsfelde,False,,"Ludwigsfelde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-30T20:00:00,Europe/Berlin,datetime,en,
33,Ben Poole,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-30T20:30:00,Europe/Berlin,datetime,en,
34,DZ Deathrays,Urban Spree,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-30T21:00:00,Europe/Berlin,datetime,en,
35,Henry Rollins-Spoken Word,Product Support Plaza,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-31T13:00:00,Europe/Berlin,datetime,en,
36,Wolfheart,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-31T18:00:00,Europe/Berlin,datetime,en,
37,hiraes,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T18:00:00,Europe/Berlin,datetime,en,
38,Seventh Floor (DE),Privatclub,False,Privatclub,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-31T18:00:00,Europe/Berlin,datetime,en,
39,Moonspell,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-31T18:00:00,Europe/Berlin,datetime,en,
40,Marcus King,Metropol,False,Metropol - Marcus King: Mood Swings The World Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,37,37,2024-10-31T19:00:00,Europe/Berlin,datetime,en,
41,Dirk Michaelis,Dussmann das KulturKaufhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T19:00:00,Europe/Berlin,datetime,en,
42,Local Natives,Säälchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-31T19:00:00,Europe/Berlin,datetime,en,
43,Manfred Maurenbrecher,Zebrano-Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T19:30:00,Europe/Berlin,datetime,en,
44,Ben Camden,Marie-Antoinette,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
45,Vicky Leandros,Tempodrom,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
46,DPR,Uber Eats Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
47,DPR IAN,Uber Eats Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,65,65,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
48,PeterLicht,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,15,15,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
49,Simon & Jan,ufaFabrik,False,Simon & Jan - Das Beste,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
50,DPR CREAM,Uber Eats Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
51,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T20:00:00,Europe/Berlin,datetime,en,2024-10-31T22:30:00
52,LO MOON,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-31T20:00:00,Europe/Berlin,datetime,en,2024-10-31T23:00:00
53,Eefje de Visser,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
54,Unprocessed,Cassiopeia,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,22,22,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
55,Dark Tranquillity,Astra,False,Endtime Signals Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,77,77,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
56,Tramhaus,Neue Zukunft,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
57,Moonspell Official,Astra,False,DARK TRANQUILLITY - ENDTIME SIGNALS - European Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,29,29,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
58,Jack Botts Music,LARK Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
59,DPR ARTIC,Uber Eats Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-31T20:00:00,Europe/Berlin,datetime,en,
60,Jasmine Myra,Gretchen,False,Gretchen,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-31T20:30:00,Europe/Berlin,datetime,en,2024-10-31T23:00:00
0,PAW Patrol Live!,Uber Arena,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T10:00:00,Europe/Berlin,datetime,en,
1,Leo Middea,Mulackei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T18:00:00,Europe/Berlin,datetime,en,
2,Emilíana Torrini,Haus des Rundfunks & Großer Sendesaal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,61,61,2024-10-24T19:00:00,Europe/Berlin,datetime,en,2024-10-24T23:00:00
3,VINTA,Privatclub,False,VINTA - KAPUTT FÜR IMMER TOUR 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T19:00:00,Europe/Berlin,datetime,en,
4,The Wake Woods,Badehaus Berlin,False,Berlin Bang! Album Release Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T19:00:00,Europe/Berlin,datetime,en,
5,The Messthetics,Lido,False,The Messthetics and James Brandon Lewis at Lido Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-24T19:00:00,Europe/Berlin,datetime,en,2024-10-24T23:30:00
6,High Fade,Marie-Antoinette,False,"Lark, Berlin (Germany)","Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-24T19:00:00,Europe/Berlin,datetime,en,
7,Pascow,Festsaal Kreuzberg,False,PASCOW - SIEBEN TOUR,"Berlin, Germany",Watch Live,False,Tickets & RSVP,74,74,2024-10-24T19:00:00,Europe/Berlin,datetime,en,
8,Aviana,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,9,9,2024-10-24T19:00:00,Europe/Berlin,datetime,en,
9,Pacific K,Sofar Sounds Berlin,False,Sofar Sounds Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T19:30:00,Europe/Berlin,datetime,en,
10,Daily Thompson,Huxleys Neue Welt,False,"Monster Magnet Tour 2024, Support Daily Thompson","Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-24T19:30:00,Europe/Berlin,datetime,en,2024-10-24T23:30:00
11,QUEENMANIA,Mehrzweckhalle Mittenwalde,False,,"Mittenwalde, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-24T19:30:00,Europe/Berlin,datetime,en,
12,Jussel,Badehaus Berlin,False,JUSSEL / THE WAKE WOODS,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T19:30:00,Europe/Berlin,datetime,en,2024-10-24T23:30:00
13,Carl Stone,KM28,False,Carl Stone @ KM28 ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
14,Monster Magnet,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,43,43,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
15,Ori Jacobson,Gretchen,False,"Abase ""Awakening"" Album Release","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
16,Imminence,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,61,61,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
17,Bony Man,Barkett,False,Bony Man's concert in Barkett,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,2024-10-24T23:30:00
18,Mono,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
19,Georg Stengel,Kesselhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
20,Forest Claudette,Maschinenhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
21,Thomas Leleu,Museum of Musical Instruments,False,Duo tuba & piano,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
22,Zoi!s,Wild at Heart,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,2024-10-24T23:00:00
23,MONO (Japan),Metropol,False,"MONO 25th Anniversary ""OATH"" European Tour (ft. Chamber Ensemble)","Berlin, Germany",Watch Live,False,Tickets & RSVP,86,86,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
24,well-known pix,Junction Bar,False,well-known pix LIVE @ Junction Bar,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
25,Sabot,Schokoladen,False,Sabot + RVDS@Schokoladen,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-24T20:00:00,Europe/Berlin,datetime,en,
26,Oy,ACUD MACHT NEU,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-24T20:30:00,Europe/Berlin,datetime,en,2024-10-24T23:30:00
27,Vincent Peirani,Gretchen,False,Gretchen Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,11,11,2024-10-24T20:30:00,Europe/Berlin,datetime,en,2024-10-24T21:30:00
28,LÜX,Orania.Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-24T21:00:00,Europe/Berlin,datetime,en,
29,CKY,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,13,13,2024-10-25T18:00:00,Europe/Berlin,datetime,en,
30,The Narcissist Cookbook,Fluxbau,False,The Narcissist Cookbook and Bug Hunter,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T18:30:00,Europe/Berlin,datetime,en,
31,Bug Hunter,Fluxbau,False,Bug Hunter and The Narcissist Cookbook,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T18:30:00,Europe/Berlin,datetime,en,
32,Flickentanz,der gerupfte Milan,False,Potsdam I gerupfter Milan I 19 Uhr I Herz zu Herz Tour 24,"Potsdam, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T19:00:00,Europe/Berlin,datetime,en,2024-10-25T21:30:00
33,Key Glock,Verti Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-25T19:00:00,Europe/Berlin,datetime,en,2024-10-25T22:30:00
34,Speed,SO36,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-25T19:00:00,Europe/Berlin,datetime,en,
35,BLK ODYSSY,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,17,17,2024-10-25T19:00:00,Europe/Berlin,datetime,en,
36,Jorge Glem,Kaffeehaus Mila,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T19:00:00,Europe/Berlin,datetime,en,
37,Lia J,Baergarten,False,Stage Night @ Baergarten,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T19:00:00,Europe/Berlin,datetime,en,2024-10-25T22:00:00
38,Gideon,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-25T19:00:00,Europe/Berlin,datetime,en,
39,Die Quittung,loge.,False,Die Quittung & Modus Pitch,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T19:00:00,Europe/Berlin,datetime,en,2024-10-25T22:30:00
40,The Movement,Jugend und Kulturverein Exil,False,Exil,"Eberswalde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T19:00:00,Europe/Berlin,datetime,en,2024-10-25T23:00:00
41,Best,ARCHE Neuenhagen,False,,"Neuenhagen bei Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T19:30:00,Europe/Berlin,datetime,en,
42,teepee (cz),Badehaus Berlin,False,teepee,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-25T19:30:00,Europe/Berlin,datetime,en,2024-10-25T23:30:00
43,Elis Noa,Monarch,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T19:30:00,Europe/Berlin,datetime,en,
44,Verboten Berlin,Säälchen,False,Mountains of glass,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
45,Ikke Hüftgold,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
46,Nena,Max-Schmeling-Halle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,37,37,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
47,stilbruch,Hotel & Restaurant Neu-Helgoland,False,,"Müggelheim, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
48,Camouflage,Columbiahalle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,33,33,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
49,Noémi Büchi,Volksbühne am Rosa-Luxemburg-Platz,False,Valentina Magaletti & Theresa Baumgartner: LUCHA LIBRE,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T20:00:00,Europe/Berlin,datetime,en,2024-10-25T23:30:00
50,EDDIE,Kirche von Unten,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
51,Foy Vance,Privatclub,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,15,15,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
52,Antonello Losacco Trio,Peppi Guggenheim International,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
53,Ahmet Aslan,Passionskirche,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
54,QUEENMANIA,Siegfried-Matthus-Arena,False,,"Rheinsberg, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
55,Mamoré,Urban Spree,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
56,The Ghost Inside,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,52,52,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
57,Lil Tjay,Verti Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,23,23,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
58,Schiller,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,29,29,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
59,Gregor Meyle,Waschhaus Potsdam gGmbH,False,,"Potsdam, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
60,Alien Ant Farm,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,29,29,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
61,Amewu,Lindenpark,False,,"Potsdam, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-25T20:00:00,Europe/Berlin,datetime,en,
62,Devin Gray Music,Sowieso Neukölln e.V.,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T21:00:00,Europe/Berlin,datetime,en,2024-10-25T23:00:00
63,Barzo,Privatclub,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T21:00:00,Europe/Berlin,datetime,en,
64,Sabot,Supamolly,False,Sabot + RVDS@Supamolly,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-25T21:30:00,Europe/Berlin,datetime,en,
65,Marc Werner,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T22:00:00,Europe/Berlin,datetime,en,
66,Tash,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-25T22:00:00,Europe/Berlin,datetime,en,
67,Nakadia,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T22:00:00,Europe/Berlin,datetime,en,
68,Alfred Heinrichs,IAM YOU Konzert Alfred Heinrichs Astra Berlin ,False,IAM YOU Konzert Alfred Heinrichs Live Astra Berlin ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,19,19,2024-10-25T22:00:00,Europe/Berlin,datetime,en,2024-10-25T23:30:00
69,DJ DRECKISCH,Suicide Club Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T23:00:00,Europe/Berlin,datetime,en,
70,klanglos,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,15,15,2024-10-25T23:00:00,Europe/Berlin,datetime,en,
71,Nikki Nair,Tresor,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-25T23:00:00,Europe/Berlin,datetime,en,
0,Horst Evers,Die Wühlmäuse,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T15:30:00,Europe/Berlin,datetime,en,
1,Bookish Songs Collective,Villa Schützenhof,False,Bloodrush - Red & White Ball 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T18:00:00,Europe/Berlin,datetime,en,2024-10-26T23:59:00
2,Klavier,Bürgerhaus Neuenhagen,False,,"Neuenhagen, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:00:00,Europe/Berlin,datetime,en,
3,Death by Gong,Loge,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-26T19:00:00,Europe/Berlin,datetime,en,
4,ĠENN,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-26T19:00:00,Europe/Berlin,datetime,en,
5,Julian & Roman Wasserfuhr,Haus des Rundfunks & Großer Sendesaal,False,"Volker Kutscher ""Rath""","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:00:00,Europe/Berlin,datetime,en,2024-10-26T22:00:00
6,Kontraire,Jugend- und Kulturzentrum Spirale,False,Kontraire w/ SUBZEN & Polaroit @ Spirale Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:00:00,Europe/Berlin,datetime,en,2024-10-26T23:00:00
7,Za!,Schokoladen,False,XX Anniversary DIY Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-26T19:00:00,Europe/Berlin,datetime,en,2024-10-26T23:30:00
8,Digital Carbs,Kulturhaus Insel Berlin,False,Digital Carbs - Floods Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:00:00,Europe/Berlin,datetime,en,2024-10-26T23:00:00
9,Atomic Fruit,Kulturhaus Insel Berlin,False,Digital Carbs & Atomic Fruit @ Kulturhaus Insel,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
10,Gallowstreet Brass Band,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
11,The SoapGirls,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
12,Gallowstreet,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
13,Tunde Baiyewu,The Orange Room,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
14,Stefan Grasse,Saitenflügel - Konzertsaal L12,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T19:30:00,Europe/Berlin,datetime,en,2024-10-26T21:30:00
15,Erland Cooper,Fotografiska Museum Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-26T19:30:00,Europe/Berlin,datetime,en,
16,Krissy Matthews Band,Rock Night Kulturhaus,False,,"Lebus, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
17,Deadletter,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
18,T.V. Smith,Cassiopeia,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
19,Clark,Zenner Biergarten und Weingarten,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,22,22,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
20,Nadia Struiwigh,Zenner Biergarten und Weingarten,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
21,Rob Brown,Zenner Biergarten und Weingarten,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
22,Kasi,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
23,Jaimi Faulkner,Berlin Guitars,False,Jaimi Faulkner im Berlin Guitars ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
24,Alex Tomb,Zenner Biergarten und Weingarten,False,LITTLEBIG20,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
25,Autechre,Zenner Biergarten und Weingarten,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,92,92,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
26,YellowStraps,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
27,Tobias Meissl Trio,Peppi Guggenheim International,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
28,Planlos,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
29,Hezron Chetty,Hinterraum,False,Lolita Terrorist Sounds & Hezron Chetty,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
30,Krissy Matthews,Kulturhaus,False,,"Lebus, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
31,Dirk Michaelis,"Kulturbühne ""Goldener Löwe""",False,,"Wandlitz, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
32,Monster Florence,Berghain Kantine,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
33,And One,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,35,35,2024-10-26T20:00:00,Europe/Berlin,datetime,en,
